"GEO_ID","NAME","C16001_001E","C16001_001M","C16001_002E","C16001_002M","C16001_003E","C16001_003M","C16001_004E","C16001_004M","C16001_005E","C16001_005M","C16001_006E","C16001_006M","C16001_007E","C16001_007M","C16001_008E","C16001_008M","C16001_009E","C16001_009M","C16001_010E","C16001_010M","C16001_011E","C16001_011M","C16001_012E","C16001_012M","C16001_013E","C16001_013M"
"0500000US26099","Macomb County, Michigan","792440","7","685211","6999","9124","1729","2291","788","4151","1092","19918","3496","27803","3741","900","532","1550","976","2549","1555","4468","1662","6451","1829","28024","4032"
"0500000US26103","Marquette County, Michigan","63549","281","61164","820","505","368","321","274","151","131","437","495","154","183","0","244","123","118","0","244","53","89","165","144","476","258"
"0500000US26115","Monroe County, Michigan","143747","238","137374","1509","3257","926","132","131","587","467","495","499","534","382","0","244","0","244","0","244","127","157","263","276","978","642"
"0500000US26121","Muskegon County, Michigan","160948","192","152407","2227","5197","2093","689","455","380","224","243","181","917","407","277","247","173","256","34","66","0","244","26","43","605","699"
"0500000US26125","Oakland County, Michigan","1134642","200","986386","6216","28750","2430","3849","980","6364","1453","11226","2232","31834","3710","5132","2036","9537","1788","1549","903","3916","908","16639","3079","29460","4148"
"0500000US26139","Ottawa County, Michigan","246278","693","222225","2455","15586","2104","386","414","1584","655","282","333","1272","850","219","250","1104","637","205","256","232","305","2786","1042","397","362"
"0500000US26145","Saginaw County, Michigan","187948","327","178488","1579","4282","1267","310","217","1084","403","510","579","841","546","18","30","499","516","0","244","51","68","760","422","1105","716"
"0500000US26161","Washtenaw County, Michigan","326132","155","282351","3123","6671","1496","1731","695","1624","586","1624","831","11263","2584","3093","1192","6876","1399","200","170","954","688","4834","1270","4911","1668"
"0500000US26163","Wayne County, Michigan","1697715","109","1500014","8750","59578","4068","5484","1365","3388","935","11743","2665","36331","4179","317","212","5894","2043","735","589","3945","1194","6973","1990","63313","5357"
"0500000US27003","Anoka County, Minnesota","308824","326","277536","3404","8670","1433","1293","898","1717","659","3929","2236","1485","803","329","310","675","460","1154","773","150","141","6970","2033","4916","1849"
"0500000US27037","Dakota County, Minnesota","371441","148","326461","4112","17756","2178","1197","445","820","318","2733","995","3346","1180","755","541","2097","1366","2697","1388","596","412","4716","2106","8267","2608"
"0500000US27053","Hennepin County, Minnesota","1078649","392","901156","7256","61062","4242","6161","1693","5133","1270","7182","1770","16036","2615","696","495","6646","1871","8713","2806","2075","1399","27005","3780","36784","4949"
"0500000US27109","Olmsted County, Minnesota","133410","455","118594","1833","4214","750","517","347","362","268","853","629","2202","1203","108","195","1148","806","470","482","304","346","2060","1018","2578","1203"
"0500000US27123","Ramsey County, Minnesota","474507","228","379215","4589","25153","2215","2528","828","2141","839","1573","892","4731","1679","470","316","5232","1763","3826","1344","767","541","33671","2528","15200","2749"
"0500000US27137","St. Louis County, Minnesota","189347","397","182477","1343","2787","753","274","184","561","287","543","433","757","526","22","42","100","85","476","455","72","140","60","100","1218","525"
"0500000US27139","Scott County, Minnesota","119393","706","103649","1811","5362","789","663","704","456","292","2008","1192","1497","1182","0","211","396","407","1714","1017","113","188","2790","904","745","578"
"0500000US27145","Stearns County, Minnesota","139771","691","129493","1582","4056","608","39","66","2222","606","103","112","409","305","124","131","312","209","586","529","112","183","704","467","1611","792"
"0500000US27163","Washington County, Minnesota","223419","163","203115","2113","6582","1534","491","328","688","353","312","504","2028","926","208","277","2249","1379","542","646","260","254","5405","1833","1539","973"
"0500000US28047","Harrison County, Mississippi","174373","503","161588","1848","7493","1522","342","328","401","341","251","336","334","258","64","92","773","822","1949","897","857","651","166","184","155","197"
"0500000US29019","Boone County, Missouri","152904","524","140318","2112","2475","790","598","507","180","138","487","455","2547","1073","556","393","2087","829","583","532","287","349","445","373","2341","1327"
"0500000US29047","Clay County, Missouri","206511","61","191670","2558","6496","1370","313","257","699","617","800","817","1262","727","95","155","128","166","1135","843","292","297","844","686","2777","1490"
"0500000US29077","Greene County, Missouri","258684","323","246558","1836","5788","1334","498","461","1261","762","206","281","911","503","218","229","1693","702","459","450","303","375","523","428","266","217"
"0500000US29095","Jackson County, Missouri","627458","307","570870","4487","38210","3489","3089","1008","958","395","188","236","2995","1703","399","457","2122","941","2697","1199","513","317","1517","901","3900","2399"
"0500000US29165","Platte County, Missouri","84292","283","78073","1407","2415","735","416","363","194","171","185","241","465","378","1000","902","50","105","374","428","182","235","397","403","541","478"
"0500000US29183","St. Charles County, Missouri","337404","4","315476","3359","7911","1984","1889","804","1086","553","930","544","3350","1295","571","507","1230","788","318","387","454","585","1289","618","2900","1867"
"0500000US29189","St. Louis County, Missouri","940400","297","855384","6164","19910","2560","3597","1957","5131","1405","15131","3451","14968","2834","1729","1023","6890","1980","3071","1524","1556","697","6512","2163","6521","2159"
"0500000US29510","St. Louis city, Missouri","298634","675","269737","3103","8734","1317","2830","1904","547","276","3958","1403","3330","1429","378","408","1523","645","914","662","284","294","2851","1451","3548","1581"
"0500000US30013","Cascade County, Montana","76120","408","71998","1154","984","542","246","213","1249","823","41","65","347","287","0","237","0","237","0","237","288","312","297","314","670","365"
"0500000US30031","Gallatin County, Montana","83440","607","79953","1389","1385","616","369","252","703","560","54","92","246","195","15","30","0","237","0","237","187","224","422","348","106","125"
"0500000US30111","Yellowstone County, Montana","138111","176","132161","1626","1713","778","326","224","1076","574","65","111","671","514","44","75","561","528","0","237","60","101","45","82","1389","884"
"0500000US31055","Douglas County, Nebraska","478857","184","414256","4617","42214","3181","1896","872","1372","560","1826","592","4785","1766","675","799","1083","826","1013","956","127","215","4854","2049","4756","2734"
"0500000US31109","Lancaster County, Nebraska","265892","387","235911","3974","10143","1452","1101","753","1957","918","2632","1227","3211","2561","28","47","1433","910","4651","1414","166","204","1095","693","3564","2213"
"0500000US31153","Sarpy County, Nebraska","146227","453","134998","2075","5501","1439","676","536","649","420","493","373","1816","1125","0","228","276","450","0","228","566","384","554","522","698","564"
"0500000US32003","Clark County, Nevada","1815349","938","1226485","11529","405207","9642","6465","1855","6645","1284","11821","2573","24093","4482","9440","3047","24195","4360","5286","2324","60961","5193","20055","3100","14696","3541"
"0500000US32031","Washoe County, Nevada","394515","*****","307242","4961","64426","3540","1283","562","1650","640","900","424","3709","1633","846","1216","3598","1969","1038","906","6457","1785","2565","1191","801","478"
"0500000US33009","Grafton County, New Hampshire","84780","369","79374","1228","1206","412","1053","364","512","327","531","645","324","173","121","167","617","563","0","257","319","397","398","406","325","380"
"0500000US33011","Hillsborough County, New Hampshire","377408","5","329635","4448","14574","2201","9765","1696","1316","550","1734","1100","11002","2803","592","542","1814","774","2975","1239","195","247","1595","915","2211","928"
"0500000US33013","Merrimack County, New Hampshire","139301","246","131483","1500","1006","414","1724","613","542","484","491","340","1998","962","41","73","261","487","0","257","114","200","476","403","1165","901"
"0500000US33015","Rockingham County, New Hampshire","280346","393","263708","2088","4871","926","3287","814","503","360","1039","743","3169","1136","417","418","1075","625","376","305","469","540","646","479","786","538"
"0500000US33017","Strafford County, New Hampshire","116571","365","108267","1764","2345","1325","1627","560","532","333","372","336","1408","614","0","257","212","172","159","131","57","97","1226","911","366","376"
"0500000US34001","Atlantic County, New Jersey","258218","104","196593","4162","35400","2281","2295","2025","514","372","1743","939","9372","2866","673","689","2883","1058","2840","1512","2684","1221","1462","825","1759","1294"
"0500000US34003","Bergen County, New Jersey","856245","186","528387","7837","118885","4245","3749","1178","5252","2265","34492","5112","53994","5507","53234","5816","14115","2729","638","535","13014","2904","15048","3108","15437","3408"
"0500000US34005","Burlington County, New Jersey","423297","2","372274","4376","18071","2022","2637","1402","2898","1070","2834","1196","12175","3224","1658","996","2455","1198","617","545","1143","647","3084","1066","3451","1556"
"0500000US34007","Camden County, New Jersey","480458","5","384181","4418","55735","2828","3013","1291","1069","510","3305","1123","11604","2432","5441","2567","4845","1879","1976","1072","2044","1044","2448","1164","4797","1888"
"0500000US34009","Cape May County, New Jersey","93088","520","83428","1673","5729","1269","934","717","254","226","589","541","1120","584","0","281","123","150","471","463","123","136","113","202","204","269"
"0500000US34011","Cumberland County, New Jersey","146553","3","109802","2775","30566","2280","580","401","401","266","1208","1306","2258","838","99","131","202","278","0","281","95","109","39","51","1303","923"
"0500000US34013","Essex County, New Jersey","730454","275","490334","8433","135218","3908","22384","4895","1397","632","7329","1847","42866","4386","3251","1936","7574","1951","997","542","5052","1481","1608","827","12444","3352"
"0500000US34015","Gloucester County, New Jersey","271309","504","246724","3274","8818","1340","564","445","1095","462","1293","719","8390","2609","0","281","1221","698","141","167","838","671","1185","960","1040","909"
"0500000US34017","Hudson County, New Jersey","592951","68","236838","6798","234130","5302","8329","2522","762","504","8385","1669","52612","4760","3564","1495","9126","2813","3235","1761","13364","3047","7891","1925","14715","3074"
"0500000US34019","Hunterdon County, New Jersey","122373","399","109903","1727","4423","1222","728","509","493","276","868","600","3528","1041","155","231","871","510","0","281","537","462","204","211","663","573"
"0500000US34021","Mercer County, New Jersey","345304","54","251184","5734","42115","3650","6174","2610","2187","809","8295","2464","17903","2879","1862","1188","4844","1222","893","794","981","622","4525","1433","4341","1672"
"0500000US34023","Middlesex County, New Jersey","761142","199","446693","7081","114005","3810","2252","1327","1400","558","18993","2696","86629","6639","5585","1883","26217","3914","1932","1183","12530","3687","28027","4532","16879","3672"
"0500000US34025","Monmouth County, New Jersey","596245","*****","496569","5552","44016","3916","3833","1169","2233","791","7724","2414","22268","3189","1897","1536","7972","1953","682","699","2535","1088","3079","1188","3437","1108"
"0500000US34027","Morris County, New Jersey","465459","4","354134","5799","47505","3059","1967","869","3382","1097","9033","2386","25959","3381","1781","1034","9553","2315","476","439","3088","1159","6106","2115","2475","1936"
"0500000US34029","Ocean County, New Jersey","538821","5","475172","4044","31078","2908","2334","938","5963","1708","4112","1516","11475","2714","480","446","713","522","329","374","1762","956","1515","1159","3888","1430"
"0500000US34031","Passaic County, New Jersey","467753","5","244157","5649","158772","3528","2201","1059","1265","606","14883","2860","22421","3280","1388","834","2313","1422","572","543","2912","1357","4349","1703","12520","3759"
"0500000US34035","Somerset County, New Jersey","304932","*****","215727","4452","36557","2175","1541","635","2300","1021","4298","1246","21220","3977","1066","708","9383","2609","325","473","1696","831","8335","2234","2484","895"
"0500000US34037","Sussex County, New Jersey","141590","241","128049","2473","6441","1136","674","601","956","419","870","568","2545","1340","295","460","498","509","136","238","172","290","310","439","644","597"
"0500000US34039","Union County, New Jersey","501816","168","290650","7157","127350","3176","11714","3443","1609","852","14902","3597","32666","4207","1800","1342","4548","1440","1896","1463","4654","1372","2758","1148","7269","2707"
"0500000US34041","Warren County, New Jersey","102666","197","91589","1796","4831","994","275","248","1039","730","360","295","2405","1044","0","281","49","72","506","557","412","350","14","22","1186","813"
"0500000US35001","Bernalillo County, New Mexico","619486","*****","416979","8057","168653","8069","2745","1346","2256","843","1007","481","4255","1566","603","491","2697","1244","3832","1406","264","307","2510","972","13685","3171"
"0500000US35043","Sandoval County, New Mexico","123131","374","85397","2838","23078","2457","714","516","388","279","314","300","441","407","184","312","0","285","0","285","24","46","1079","594","11512","1360"
"0500000US35049","Santa Fe County, New Mexico","136125","495","88837","3170","43298","2920","404","263","546","447","189","207","558","415","30","54","124","202","0","285","77","131","453","593","1609","648"
"0500000US36001","Albany County, New York","288651","4","255724","3210","9304","1612","2682","1192","887","679","1960","791","6545","1983","574","504","4318","1446","171","288","376","472","2766","1681","3344","1809"
"0500000US36005","Bronx County, New York","1283653","194","547355","9958","603543","7226","19092","3785","2009","823","7003","2687","38717","5291","2669","1119","7359","2399","2409","1544","3824","1211","5508","2317","44165","6004"
"0500000US36007","Broome County, New York","190371","512","174320","1821","4447","1086","714","423","283","164","1655","846","3410","1258","206","204","1569","709","1076","742","136","180","1682","934","873","562"
"0500000US36009","Cattaraugus County, New York","75550","94","69728","1653","919","328","385","295","2573","1490","294","198","589","396","134","148","214","184","18","29","44","60","0","275","652","308"
"0500000US36013","Chautauqua County, New York","127503","244","118271","1373","5275","949","495","307","1477","745","586","528","901","503","63","67","139","168","0","275","37","69","0","275","259","356"
"0500000US36019","Clinton County, New York","78043","230","72044","1607","1578","465","1295","687","520","406","119","190","1556","1115","20","35","258","138","0","275","184","175","63","72","406","398"
"0500000US36027","Dutchess County, New York","282338","147","240297","3587","19249","2134","2387","972","1074","549","2072","1003","6794","1817","777","614","3674","1216","270","330","543","383","1921","1199","3280","1377"
"0500000US36029","Erie County, New York","869709","280","785707","5630","26379","2836","4278","1207","3648","1069","13825","2668","15333","3273","689","441","2961","1356","923","701","295","317","5104","1837","10567","3102"
"0500000US36045","Jefferson County, New York","106830","340","97554","1567","3203","700","648","550","2045","1022","714","536","535","345","100","101","152","240","474","524","366","244","550","627","489","335"
"0500000US36047","Kings County, New York","2331206","612","1252986","14174","401318","6848","86326","8777","85812","7432","161124","8775","85627","8076","4744","1418","163961","8178","2415","1015","6636","1777","16704","3394","63553","6456"
"0500000US36053","Madison County, New York","69364","349","67079","640","842","326","274","197","528","353","30","50","296","247","0","275","0","275","0","275","0","275","183","162","132","102"
"0500000US36055","Monroe County, New York","701116","209","609526","5831","35921","3142","3855","1333","3981","1147","9511","2792","14008","2873","1605","796","4356","1454","3002","1232","279","280","8137","2062","6935","2237"
"0500000US36059","Nassau County, New York","1267570","4","910139","11040","156705","5240","28271","4723","5942","1053","15341","3058","88461","6165","11747","2841","18346","3129","810","712","7668","2306","11628","2214","12512","2819"
"0500000US36061","New York County, New York","1510152","218","900539","11969","342634","6988","36708","3925","15807","2577","27379","4903","47365","5188","10481","2022","77283","4840","2017","919","6597","1994","17845","2538","25497","4785"
"0500000US36063","Niagara County, New York","205241","519","195286","1746","2971","695","1064","630","776","468","1226","602","2535","843","70","116","658","765","122","204","126","211","169","223","238","183"
"0500000US36065","Oneida County, New York","221811","319","195124","2852","7940","1044","999","421","1330","667","7072","2201","2567","738","153","150","526","546","504","371","28","52","3891","725","1677","1348"
"0500000US36067","Onondaga County, New York","439764","294","393398","3766","13167","1566","2087","875","1874","661","7507","2297","8131","1675","685","386","3974","1110","843","608","467","425","3380","1231","4251","1694"
"0500000US36071","Orange County, New York","346811","84","269403","4432","48110","2751","1600","542","11103","2677","2424","1323","8350","2259","216","226","833","886","193","263","1496","1244","1035","632","2048","1098"
"0500000US36079","Putnam County, New York","94899","135","78637","3000","7620","859","553","498","820","665","1067","834","5113","2555","394","535","0","275","0","275","484","637","0","275","211","202"
"0500000US36081","Queens County, New York","2101891","554","895371","15774","510372","5856","47204","5882","9351","1845","71165","5826","213251","12402","58675","8733","181821","10707","2789","1407","35329","5926","36934","4880","39629","6480"
"0500000US36083","Rensselaer County, New York","150716","251","140876","1791","2938","892","1011","443","579","403","768","499","2014","1096","429","307","628","480","75","126","331","355","310","397","757","831"
"0500000US36085","Richmond County, New York","441138","4","301571","6400","46453","3690","1864","785","568","282","20921","3699","33279","4324","4441","1591","9110","2327","220","250","3023","1110","5013","1784","14675","4083"
"0500000US36087","Rockland County, New York","288399","*****","179922","6101","38230","2313","11939","2485","22279","3742","4856","1825","11807","3370","1515","922","4317","1917","182","201","2289","787","5150","1809","5913","2261"
"0500000US36089","St. Lawrence County, New York","105557","216","99245","1196","1140","445","842","428","2137","1013","194","245","1111","433","187","195","133","160","67","112","15","26","260","171","226","165"
"0500000US36091","Saratoga County, New York","207382","590","196382","1593","2546","766","906","548","1249","449","1139","675","3306","1154","284","281","261","306","0","275","203","226","759","440","347","294"
"0500000US36093","Schenectady County, New York","145679","461","132834","2006","4995","1105","368","325","265","201","737","481","4392","1666","51","79","611","433","0","275","81","138","1192","649","153","203"
"0500000US36103","Suffolk County, New York","1408344","334","1123810","10544","171420","6787","13000","3601","7008","1337","15841","3159","45045","5524","5013","1720","10315","2083","529","420","2506","1125","6289","1957","7568","2795"
"0500000US36105","Sullivan County, New York","73279","375","61320","2228","7124","1167","251","213","1465","851","911","705","1364","600","0","275","82","107","0","275","44","99","179","177","539","673"
"0500000US36109","Tompkins County, New York","97393","529","81453","1764","2792","591","902","431","1401","748","985","650","1768","810","1021","545","4892","1013","0","275","216","252","809","575","1154","793"
"0500000US36111","Ulster County, New York","173619","107","151710","2372","12403","1754","1780","1014","1110","475","1495","877","2637","966","381","538","613","356","25","52","868","883","212","242","385","306"
"0500000US36119","Westchester County, New York","893425","88","603768","8946","167588","5166","11430","2659","6782","1666","10978","2650","51442","5048","4193","1732","7321","1890","199","337","3983","1384","11506","2684","14235","3350"
"0500000US37021","Buncombe County, North Carolina","225476","151","207783","3314","9932","1562","759","384","722","446","1625","1131","2211","2266","0","289","370","568","131","204","118","203","1233","1442","592","402"
"0500000US37051","Cumberland County, North Carolina","293562","252","260542","3374","20087","2112","988","658","3416","979","297","281","1673","859","1645","919","451","625","905","794","580","499","1364","756","1614","899"
"0500000US37063","Durham County, North Carolina","248709","3","201540","3337","29611","1975","2596","1488","739","481","673","533","3348","1221","1376","949","2834","884","454","571","1237","989","1797","1068","2504","1402"
"0500000US37067","Forsyth County, North Carolina","327602","4","285178","2753","31767","2150","690","353","783","442","788","574","3296","1370","65","114","1326","789","726","697","207","217","1310","884","1466","986"
"0500000US37081","Guilford County, North Carolina","459251","4","398352","4353","30366","1671","2417","963","1804","733","1154","778","5184","2214","2050","1352","1105","764","5665","1549","413","455","3457","1528","7284","2976"
"0500000US37089","Henderson County, North Carolina","100925","375","88634","1666","8893","600","259","264","777","553","951","1292","299","284","0","289","21","55","0","289","360","324","615","434","116","138"
"0500000US37119","Mecklenburg County, North Carolina","854475","420","700622","6201","90782","3413","4493","1220","2473","763","5827","2307","13487","3253","2289","1384","6472","2574","6374","2856","790","438","13201","2557","7665","2465"
"0500000US37129","New Hanover County, North Carolina","191885","73","177358","2606","9382","1996","797","499","486","326","227","333","2149","1537","0","289","485","798","0","289","141","261","633","524","227","225"
"0500000US37133","Onslow County, North Carolina","161890","710","147061","2229","10445","1730","635","436","245","241","225","192","264","219","73","123","350","577","25","43","881","639","1382","663","304","221"
"0500000US37135","Orange County, North Carolina","127944","522","106800","2454","10394","1098","843","643","703","490","265","306","1597","875","2062","1738","2766","1200","488","639","81","139","1136","650","809","519"
"0500000US37183","Wake County, North Carolina","840726","465","700162","6211","71654","4514","4993","2597","2621","913","3195","1686","16845","3549","3902","1501","6304","2019","4025","1957","3526","1690","9833","2498","13666","3837"
"0500000US37191","Wayne County, North Carolina","114281","138","101562","986","10391","896","66","81","708","338","19","32","406","368","315","257","0","289","259","307","164","127","256","264","135","219"
"0500000US38017","Cass County, North Dakota","139694","543","131390","1539","1653","817","591","373","625","304","979","641","982","591","169","212","290","491","1099","927","0","211","371","370","1545","689"
"0500000US39017","Butler County, Ohio","343356","479","320966","2440","10019","1729","398","273","977","487","1585","1029","2046","1105","470","349","1058","730","840","658","2148","1982","1210","711","1639","837"
"0500000US39023","Clark County, Ohio","129546","206","124666","853","2890","633","337","209","299","283","113","111","578","520","137","228","167","196","0","269","0","269","306","307","53","86"
"0500000US39025","Clermont County, Ohio","184332","520","177450","1652","2525","908","443","207","540","377","1108","938","423","419","0","269","266","309","612","910","119","235","724","628","122","139"
"0500000US39035","Cuyahoga County, Ohio","1203593","236","1064196","7555","43937","3179","3468","918","5710","1101","24496","3773","25256","3020","1096","425","7423","1858","1545","822","1925","721","6115","1770","18426","3308"
"0500000US39041","Delaware County, Ohio","162477","308","150121","1643","1604","633","1053","798","680","356","617","630","2377","938","276","303","2050","1295","0","269","242","295","2795","1335","662","491"
"0500000US39045","Fairfield County, Ohio","136910","704","130656","1211","2282","761","663","519","334","300","366","576","279","273","0","269","167","160","182","206","91","140","1044","614","846","705"
"0500000US39049","Franklin County, Ohio","1082546","349","953184","7102","42808","2737","7050","2777","3198","937","5387","1734","11473","2559","4266","1262","8616","2208","2451","1291","2313","1281","11981","2659","29819","5347"
"0500000US39055","Geauga County, Ohio","88153","197","78320","2064","660","477","200","167","5773","1569","1378","607","636","595","0","269","124","191","0","269","0","269","32","54","1030","710"
"0500000US39057","Greene County, Ohio","153061","171","143340","1335","3119","715","306","252","693","391","194","307","2477","1021","171","149","715","474","55","89","56","117","1216","663","719","580"
"0500000US39061","Hamilton County, Ohio","749066","106","695081","5121","19672","2262","3921","1401","5448","1483","2453","1103","7679","2258","576","348","2388","992","746","664","1056","545","3177","1361","6869","2590"
"0500000US39085","Lake County, Ohio","217668","269","201917","1893","6722","893","301","266","990","467","3936","1473","1328","640","33","56","535","606","0","269","507","414","545","468","854","419"
"0500000US39089","Licking County, Ohio","156380","143","150926","880","2517","566","446","315","432","390","326","282","140","152","63","109","332","299","154","235","92","142","411","312","541","465"
"0500000US39093","Lorain County, Ohio","283202","381","261092","2543","12809","1730","502","461","636","568","2079","881","2516","957","509","694","166","206","308","466","289","293","304","241","1992","1187"
"0500000US39095","Lucas County, Ohio","411596","331","387341","2865","11275","1866","2221","1129","1018","487","767","456","1876","1214","360","474","1244","765","157","263","332","296","1386","1002","3619","1498"
"0500000US39099","Mahoning County, Ohio","225407","339","210205","2294","6616","1379","461","325","657","370","1572","599","3387","793","100","116","722","714","0","269","0","269","386","522","1301","1044"
"0500000US39103","Medina County, Ohio","162607","299","153048","2124","2048","916","343","478","1834","912","1872","1102","1797","728","0","269","771","673","0","269","52","86","123","230","719","663"
"0500000US39113","Montgomery County, Ohio","501945","401","477715","2665","9094","1426","1451","543","2462","1611","561","368","1914","851","262","246","1736","670","1489","852","1256","824","2460","1371","1545","973"
"0500000US39133","Portage County, Ohio","153922","419","147907","1361","1114","471","19","24","687","452","638","504","552","569","198","213","1554","623","0","269","0","269","144","169","1109","860"
"0500000US39151","Stark County, Ohio","353527","290","339389","2497","4977","1313","479","335","1188","571","1057","780","3495","1476","88","144","0","269","264","351","32","57","812","577","1746","1073"
"0500000US39153","Summit County, Ohio","509858","412","477352","3583","7109","1372","2388","979","2533","1045","4678","1689","6375","1776","1469","1156","1773","819","301","367","549","396","1397","666","3934","2266"
"0500000US39155","Trumbull County, Ohio","198355","230","188233","1781","1428","558","517","397","3321","1076","983","604","2140","750","211","256","0","269","0","269","0","269","539","369","983","760"
"0500000US39165","Warren County, Ohio","199090","303","185406","2018","3476","891","702","381","497","316","1429","1094","2274","1355","398","554","2244","1222","219","365","452","432","1571","893","422","324"
"0500000US39173","Wood County, Ohio","118719","259","113729","1241","2244","891","83","103","697","408","185","166","414","360","69","138","746","471","0","269","18","32","167","192","367","305"
"0500000US40017","Canadian County, Oklahoma","107496","322","99769","1192","3655","1027","165","152","61","96","0","253","646","505","84","136","32","44","1639","700","112","133","995","558","338","240"
"0500000US40027","Cleveland County, Oklahoma","240032","*****","219456","2335","10429","1574","246","227","197","207","359","294","964","596","787","503","1755","876","1593","878","393","300","1870","1106","1983","968"
"0500000US40031","Comanche County, Oklahoma","116025","190","100527","2508","5911","1441","244","237","3452","1391","145","236","238","274","806","383","584","463","510","656","443","331","862","466","2303","1283"
"0500000US40109","Oklahoma County, Oklahoma","665553","334","561978","4860","76356","3884","989","465","1915","1078","790","526","4168","1755","540","445","3135","1113","5931","1861","1105","750","5479","1989","3167","1354"
"0500000US40119","Payne County, Oklahoma","73366","463","67652","1381","1735","825","73","126","55","101","505","403","1367","779","30","53","567","321","390","374","0","253","354","270","638","527"
"0500000US40143","Tulsa County, Oklahoma","560716","*****","495243","4017","45444","3438","1570","754","1728","659","637","513","2563","1002","1827","1169","1563","922","2465","1342","363","322","4848","1319","2465","1207"
"0500000US41003","Benton County, Oregon","81814","440","72639","1653","4389","907","56","93","444","388","182","240","926","804","304","361","1645","749","197","231","219","250","462","311","351","383"
"0500000US41005","Clackamas County, Oregon","355782","290","316097","3898","19439","2275","1084","484","1461","554","5235","3007","3441","1463","1679","1169","1835","1001","1368","1035","1173","965","2154","1113","816","679"
"0500000US41029","Jackson County, Oregon","191138","476","175356","2777","13295","2346","453","339","450","367","120","139","263","218","0","277","333","407","0","277","348","330","520","531","0","277"
"0500000US41039","Lane County, Oregon","334437","318","307048","2905","14649","2365","1070","568","2293","902","1016","677","1526","694","785","520","2280","1001","701","554","451","527","1399","581","1219","783"
"0500000US41047","Marion County, Oregon","292913","623","219244","4912","56760","4843","518","339","1429","568","5203","2322","2070","1285","0","277","702","737","938","791","484","420","3730","947","1835","2222"
"0500000US41051","Multnomah County, Oregon","691436","525","555147","7002","58880","4513","3360","1082","3096","910","17887","4692","8572","2398","1350","720","10549","2528","15528","3023","2908","1483","9504","2123","4655","1676"
