"GEO_ID","NAME","C16001_001E","C16001_001M","C16001_002E","C16001_002M","C16001_003E","C16001_003M","C16001_004E","C16001_004M","C16001_005E","C16001_005M","C16001_006E","C16001_006M","C16001_007E","C16001_007M","C16001_008E","C16001_008M","C16001_009E","C16001_009M","C16001_010E","C16001_010M","C16001_011E","C16001_011M","C16001_012E","C16001_012M","C16001_013E","C16001_013M"
"0500000US04027","Yuma County, Arizona","185020","320","92129","3671","89109","3515","679","619","189","152","236","225","407","276","353","275","32","56","449","529","413","486","784","452","240","189"
"0500000US05007","Benton County, Arkansas","215213","463","183380","3457","24571","3101","649","306","541","276","240","218","2357","1046","57","78","71","127","660","690","179","185","2412","992","96","118"
"0500000US05119","Pulaski County, Arkansas","361866","298","334000","2568","16988","1953","884","574","938","484","299","256","3116","1059","377","401","1088","691","871","692","761","585","835","562","1709","1257"
"0500000US05143","Washington County, Arkansas","195963","861","163447","2594","24898","1994","79","137","363","362","182","213","1236","614","22","49","294","264","189","203","345","282","4202","671","706","706"
"0500000US06001","Alameda County, California","1456142","*****","825043","8587","246851","5968","8263","1372","5593","1229","7813","2022","85473","8072","11331","2340","122539","6960","32461","5337","53453","5156","38437","4715","18885","3724"
"0500000US06007","Butte County, California","209722","368","180339","2916","17639","2329","406","268","1316","622","54","89","2084","919","0","197","1130","863","240","305","669","535","5420","1441","425","375"
"0500000US06013","Contra Costa County, California","1013432","465","667670","9169","180970","6609","4344","1238","5443","1627","9400","2845","40113","5941","3856","1193","36547","4279","4230","1415","31248","4228","19095","3674","10516","3175"
"0500000US06017","El Dorado County, California","172490","334","149373","2891","12692","1888","914","449","963","522","609","501","2669","1426","310","336","1347","1064","56","100","623","581","2759","1671","175","193"
"0500000US06019","Fresno County, California","868466","273","480758","10034","299416","8809","1587","660","1567","594","2228","1474","25729","4556","2254","899","3915","1451","2978","1441","4136","1362","39822","4297","4076","1439"
"0500000US06023","Humboldt County, California","127530","164","114214","1677","7368","1430","366","264","583","430","498","474","872","509","0","197","871","623","0","197","610","457","1459","792","689","560"
"0500000US06025","Imperial County, California","162647","283","39714","2862","119774","2728","85","197","162","182","64","113","462","412","183","237","1147","556","150","129","180","124","296","168","430","271"
"0500000US06029","Kern County, California","782223","496","441770","7095","304122","6979","1034","402","1326","602","267","201","10326","3063","1585","887","1491","758","2148","1548","9123","2146","4736","1622","4295","1680"
"0500000US06031","Kings County, California","139252","574","77446","2953","53991","2765","259","237","633","374","218","166","3279","1190","0","197","433","562","235","154","2116","785","422","486","220","174"
"0500000US06037","Los Angeles County, California","9312312","*****","3984512","27146","3679358","22533","48431","4833","31008","3447","67958","6257","380085","14878","191978","9632","347539","12913","80058","6511","235625","11587","159146","9735","106614","10197"
"0500000US06039","Madera County, California","140154","418","78919","3837","56261","3885","114","140","364","303","0","197","1565","766","0","197","347","354","84","141","224","206","1447","951","829","533"
"0500000US06041","Marin County, California","242433","423","184002","3676","33428","2438","2327","963","3392","1127","1826","768","8687","1924","1081","656","1691","654","789","520","1013","468","2864","1257","1333","795"
"0500000US06045","Mendocino County, California","82398","58","66591","1997","13977","1911","384","325","296","234","222","210","193","182","0","197","210","265","0","197","442","355","0","197","83","89"
"0500000US06047","Merced County, California","240528","5","118331","4726","99294","4304","604","568","481","334","69","89","10372","2961","203","270","888","678","636","690","1845","1012","7518","1724","287","358"
"0500000US06053","Monterey County, California","392915","89","179865","5014","186114","4363","1175","513","1262","395","1067","575","5545","1533","2237","904","1309","718","2343","1175","5705","2070","3369","1011","2924","1877"
"0500000US06055","Napa County, California","131106","384","77419","3400","42752","3323","496","243","380","208","254","217","2596","1289","416","324","854","613","593","598","3658","892","807","516","881","662"
"0500000US06059","Orange County, California","2895598","460","1554044","14459","778888","12081","8451","2042","13443","2760","11819","2283","90861","8661","81227","8053","71330","6525","168913","9488","50352","6637","42899","6285","23371","3751"
"0500000US06061","Placer County, California","341549","217","288881","4367","26111","3025","1819","1013","1668","571","4524","2202","6912","1858","1236","987","2327","866","997","668","3751","1362","2692","891","631","326"
"0500000US06065","Riverside County, California","2106005","*****","1267047","13614","700002","11848","4948","1486","7432","1454","5895","2383","22358","3619","12392","3644","16455","3325","11474","3197","28558","4150","14830","2842","14614","4069"
"0500000US06067","Sacramento County, California","1350174","*****","920278","10190","170437","6810","4488","1338","5732","1524","39814","4819","64863","10226","5343","1838","31127","4619","23617","4943","23576","4693","49158","6230","11741","3008"
"0500000US06071","San Bernardino County, California","1922915","*****","1112560","19762","658936","16724","3182","798","6873","1932","3214","1717","23600","4702","13657","3249","27623","4270","9132","3223","26810","3757","18047","3355","19281","4269"
"0500000US06073","San Diego County, California","2968342","*****","1847404","17079","740502","13255","11098","1848","15893","2167","18513","3249","50869","6815","13874","2771","39763","5068","44574","5837","92549","7873","50532","4958","42771","5557"
"0500000US06075","San Francisco County, California","788820","277","433176","8339","91265","4293","9664","2029","5309","1554","16062","2863","21216","3550","6880","2169","146819","7344","11623","2865","23120","4057","17948","3450","5738","1577"
"0500000US06077","San Joaquin County, California","648421","274","388414","6848","168377","6196","1399","618","1332","700","1100","666","25283","7502","1536","1218","9383","2806","5047","2149","17172","3356","24197","4306","5181","2383"
"0500000US06079","San Luis Obispo County, California","261742","367","210758","3511","40271","2981","808","422","979","541","378","277","2749","989","270","171","1381","627","186","195","1419","735","1772","787","771","453"
"0500000US06081","San Mateo County, California","693447","817","364840","7951","143583","4461","4530","1221","4442","1329","10517","2778","25405","3999","2608","1033","53360","4802","3325","1469","53089","5691","18054","3055","9694","2608"
"0500000US06083","Santa Barbara County, California","403145","149","240295","5796","132968","5144","2204","700","2959","961","1281","628","6991","1730","1556","732","3721","948","1287","833","3481","1164","3719","1226","2683","1443"
"0500000US06085","Santa Clara County, California","1713869","233","821600","12910","328489","8703","9496","1617","7447","1796","19513","3118","95894","7555","24977","3671","133330","7695","122071","8477","58744","5208","73575","6071","18733","3077"
"0500000US06087","Santa Cruz County, California","251704","525","171531","3525","64227","2909","1247","408","1523","747","774","394","3638","894","291","197","2134","779","765","593","1286","626","2863","904","1425","1029"
"0500000US06089","Shasta County, California","168719","650","156176","2052","5878","1392","1150","803","389","222","434","677","912","405","6","11","1342","677","0","197","467","320","1767","880","198","279"
"0500000US06095","Solano County, California","394322","169","272527","5858","65400","4900","1493","604","1747","797","653","514","9432","2567","1346","887","4260","1528","709","514","30041","2528","4532","1190","2182","1413"
"0500000US06097","Sonoma County, California","464180","6","337945","5048","96748","4210","1436","577","2729","987","1095","556","9217","2242","564","453","2677","1185","1679","1122","2088","897","5507","1913","2495","1031"
"0500000US06099","Stanislaus County, California","482310","850","288060","6872","149136","5808","382","318","1321","653","545","502","15563","3080","595","391","3604","1804","2266","1339","3397","1669","7443","2065","9998","2663"
"0500000US06101","Sutter County, California","88178","261","55304","2561","18858","1856","122","152","786","944","50","84","10686","1758","491","512","248","195","198","225","376","312","695","538","364","404"
"0500000US06107","Tulare County, California","411028","239","198631","5840","194099","5448","365","317","715","340","389","349","4075","1324","682","882","1130","800","363","396","2241","1213","7655","2200","683","449"
"0500000US06111","Ventura County, California","781038","277","474394","7442","241785","6953","2801","1308","4773","1724","3315","1218","13642","2890","2826","1297","7501","2231","2690","1022","14969","2451","7292","1417","5050","1992"
"0500000US06113","Yolo County, California","192531","112","123470","3847","39830","3071","989","729","534","318","2613","1190","8893","2584","1572","1184","7348","1778","911","582","2173","1669","3686","1997","512","347"
"0500000US06115","Yuba County, California","66714","398","49450","1925","11978","1551","0","197","309","243","0","197","414","318","279","390","1544","821","255","371","379","294","1945","706","161","195"
"0500000US08001","Adams County, Colorado","422422","854","294635","6619","105029","6173","669","370","1505","735","1289","802","2879","1237","669","478","2476","1152","3520","1173","979","890","4170","988","4602","2242"
"0500000US08005","Arapahoe County, Colorado","555404","386","425841","6903","67011","4105","3080","957","2906","891","8618","3136","9956","2998","3584","1557","3694","1248","4680","1775","745","345","8956","2788","16333","3808"
"0500000US08013","Boulder County, Colorado","289394","262","241198","4058","25954","3560","2391","919","2534","809","2329","887","5130","1356","661","496","2166","972","822","815","429","513","3604","1968","2176","1168"
"0500000US08031","Denver County, Colorado","587471","147","433066","7652","116986","6303","3028","985","1767","833","4399","1790","8484","2651","1284","541","2707","951","2639","883","830","537","4493","2188","7788","2698"
"0500000US08035","Douglas County, Colorado","278387","243","253435","3119","10351","1721","864","340","2084","817","1052","551","3016","1173","596","421","2591","1174","1617","1124","92","112","1824","715","865","798"
"0500000US08041","El Paso County, Colorado","599821","518","527460","4914","45041","4301","2404","825","6072","1536","3730","1845","2617","742","3728","1340","2568","986","743","509","1793","752","1702","661","1963","810"
"0500000US08059","Jefferson County, Colorado","516574","436","464682","3935","32951","3089","1520","686","2215","608","3039","996","2232","746","234","202","2930","1363","1578","715","445","432","3305","996","1443","593"
"0500000US08069","Larimer County, Colorado","293753","195","269428","3008","15339","2411","599","311","1554","819","919","628","1739","997","456","334","1280","639","225","213","208","209","1028","467","978","644"
"0500000US08101","Pueblo County, Colorado","150624","263","128562","2620","19410","2565","448","359","600","312","163","135","667","462","100","105","48","94","43","84","17","31","332","262","234","164"
"0500000US08123","Weld County, Colorado","243389","526","193541","3973","44356","3620","444","450","1405","546","113","131","769","495","66","87","234","178","420","508","75","93","989","485","977","570"
"0500000US09001","Fairfield County, Connecticut","878774","137","622316","8646","133583","4020","13682","3010","5879","1549","15260","3130","51485","4910","2886","1191","8100","2002","2542","983","2284","868","9189","1820","11568","3853"
"0500000US09003","Hartford County, Connecticut","847905","115","633316","7184","106961","3696","15546","2812","1700","579","24502","3413","34642","4400","1236","714","5540","1416","2802","1386","1279","548","8852","1913","11529","3251"
"0500000US09005","Litchfield County, Connecticut","178920","709","160421","2009","6286","1229","1957","709","987","533","1573","795","5390","1623","0","193","494","435","160","232","306","376","654","505","692","518"
"0500000US09007","Middlesex County, Connecticut","157934","237","142040","2329","5460","1073","843","443","837","605","1894","1345","4376","1482","501","457","638","475","179","248","234","292","546","513","386","347"
"0500000US09009","New Haven County, Connecticut","816166","248","633128","7365","98929","3714","7212","1760","3222","1446","10217","2348","35810","4588","2220","979","7123","1998","1942","1534","1921","1068","5396","1730","9046","2727"
"0500000US09011","New London County, Connecticut","260153","209","225682","3064","15994","1935","1748","546","1334","744","1883","914","6645","2139","56","99","3719","1367","369","431","1013","824","1099","612","611","544"
"0500000US09013","Tolland County, Connecticut","145723","533","130322","1848","4096","832","1339","552","914","442","2055","947","3051","1158","158","173","2182","881","233","150","71","131","881","625","421","364"
"0500000US09015","Windham County, Connecticut","111702","253","94755","1778","10633","591","2003","832","197","201","556","362","1776","1169","84","128","413","413","0","193","44","76","630","531","611","467"
"0500000US10001","Kent County, Delaware","156409","263","142558","2473","5640","1349","1048","749","1936","973","174","302","1405","754","338","289","455","601","0","182","484","361","1151","775","1220","744"
"0500000US10003","New Castle County, Delaware","512717","130","432910","4420","41580","2584","4013","1408","1609","671","1496","679","14053","2513","1334","658","4715","1761","936","752","1540","898","4009","1119","4522","1751"
"0500000US10005","Sussex County, Delaware","191781","158","174044","2301","13765","2074","1384","593","554","302","438","351","386","249","151","181","37","52","321","340","134","193","316","256","251","192"
"0500000US11001","District of Columbia, District of Columbia","593321","267","494887","5162","47192","3337","6989","1494","3330","1039","2835","1150","12405","2241","1196","626","3515","1187","943","542","2096","1239","2695","952","15238","3779"
"0500000US12001","Alachua County, Florida","237765","11","205598","3378","15203","1732","1685","1299","914","495","1762","1293","5521","1585","341","298","2117","886","844","508","1045","757","542","316","2193","1275"
"0500000US12005","Bay County, Florida","161568","497","151219","1526","5994","1435","172","239","304","278","519","520","447","343","250","358","15","24","1012","744","474","342","985","594","177","194"
"0500000US12009","Brevard County, Florida","521523","5","463938","4304","33798","3326","4306","1564","4087","934","1235","579","3925","1400","127","151","2386","1419","1007","571","2597","1153","1879","1025","2238","1090"
"0500000US12011","Broward County, Florida","1710915","21","1058576","17260","409505","8189","124273","10402","9623","2318","13437","2890","52054","5703","1881","1206","7649","2370","4903","2271","4998","1362","6980","2243","17036","3581"
"0500000US12015","Charlotte County, Florida","157288","418","139016","1901","9670","1152","2561","955","1420","713","1025","639","1410","819","0","211","819","720","77","136","383","382","650","594","257","337"
"0500000US12019","Clay County, Florida","183331","939","166341","2937","8114","2027","1190","915","846","510","832","854","1438","1093","187","223","211","193","1114","738","2242","1142","809","703","7","15"
"0500000US12021","Collier County, Florida","315553","462","213128","4751","75332","3392","14205","1861","2495","1282","1859","912","4915","1794","75","110","796","476","1812","1223","135","180","416","475","385","310"
"0500000US12031","Duval County, Florida","819579","152","708207","6025","48280","4069","6164","2154","3071","846","7598","2342","13246","3825","1769","1096","2594","980","2718","1298","10050","1826","8587","1924","7295","2733"
"0500000US12033","Escambia County, Florida","284248","3","264500","2734","8925","1832","1084","610","1340","664","907","687","1281","666","110","114","1861","982","1457","1020","1710","804","495","313","578","435"
"0500000US12035","Flagler County, Florida","94466","224","77445","2436","6971","1212","970","816","382","294","3112","1501","3231","1497","115","197","186","227","329","519","741","530","82","144","902","1027"
"0500000US12053","Hernando County, Florida","165483","353","146081","1860","12652","1251","694","619","1004","495","565","573","2156","974","292","420","253","290","0","211","426","309","765","628","595","577"
"0500000US12057","Hillsborough County, Florida","1195703","4","872443","8604","244502","6490","10930","3111","3978","993","4572","1803","16593","2614","3305","1861","3974","1619","10299","2625","4344","1358","8843","2226","11920","2698"
"0500000US12069","Lake County, Florida","287456","423","250830","4619","27164","3702","3739","1621","923","479","285","274","2249","1491","0","211","286","454","255","411","889","963","333","392","503","519"
"0500000US12071","Lee County, Florida","612210","1048","483284","5532","94832","4157","11263","2677","4598","1245","1057","494","9223","2375","160","206","1304","831","1967","1526","1235","835","995","520","2292","1971"
"0500000US12073","Leon County, Florida","269028","575","239234","3596","12629","1821","4191","1860","673","420","1099","917","4754","1360","289","335","1298","645","480","398","662","602","1132","628","2587","1543"
"0500000US12081","Manatee County, Florida","315970","330","260945","3010","42221","2376","2948","901","2165","746","470","311","2351","1345","0","211","385","333","1928","1109","396","645","803","690","1358","949"
"0500000US12083","Marion County, Florida","318291","234","280288","3820","27918","2562","2578","1270","2062","1799","276","216","1854","995","318","323","726","739","541","587","779","629","341","380","610","518"
"0500000US12085","Martin County, Florida","142686","117","120343","2205","15580","1647","1834","1003","787","452","328","425","1937","729","0","211","236","262","0","211","0","211","153","207","1488","1085"
"0500000US12086","Miami-Dade County, Florida","2438164","212","690100","15600","1531387","11420","122961","9075","9256","2318","9662","2607","35530","5269","1831","1264","8822","1646","1829","1327","3892","1341","6145","2683","16749","3733"
"0500000US12091","Okaloosa County, Florida","177368","279","158714","2720","10398","1724","632","457","1324","560","323","280","1404","726","269","185","165","207","301","244","1707","691","1525","713","606","468"
"0500000US12095","Orange County, Florida","1126491","169","740681","11231","272375","7410","38291","5888","4578","1704","4588","1587","25840","5301","2501","1688","7349","2502","10656","3610","7138","2463","6060","2173","6434","2059"
"0500000US12097","Osceola County, Florida","269216","5","138089","5371","114246","3537","4211","2024","374","262","322","309","4758","1994","323","411","1095","722","297","296","1270","771","1003","775","3228","2537"
"0500000US12099","Palm Beach County, Florida","1286182","184","910295","10767","222658","6310","73447","6569","9685","1525","8328","2171","30209","4733","1571","987","5802","2483","2711","1118","4412","1633","6497","2596","10567","2360"
"0500000US12101","Pasco County, Florida","445845","106","379631","5003","41192","3247","3499","1360","2938","1108","1818","676","5552","1284","328","257","1229","899","2397","1740","1263","566","2923","1289","3075","1513"
"0500000US12103","Pinellas County, Florida","879209","283","753983","6902","56277","3768","6121","1950","5227","1432","16690","4058","17065","2824","535","307","2873","1581","6014","1677","2586","923","5479","1572","6359","2108"
"0500000US12105","Polk County, Florida","578308","519","460615","5743","91067","3706","12012","3301","1370","566","493","337","2688","930","470","395","399","386","1130","804","3652","1426","3107","1105","1305","1168"
"0500000US12109","St. Johns County, Florida","192316","426","175876","2719","8420","1957","631","395","930","710","1512","1003","1754","813","48","74","1468","1006","0","211","95","162","222","171","1360","1406"
"0500000US12111","St. Lucie County, Florida","267532","268","209264","5231","38339","3048","9648","3623","564","499","1085","703","4991","3116","360","455","172","275","953","995","144","205","1706","1281","306","374"
"0500000US12113","Santa Rosa County, Florida","149148","717","139197","2247","4560","1450","918","805","694","465","66","114","1264","1237","510","477","922","801","78","139","252","240","406","427","281","230"
"0500000US12115","Sarasota County, Florida","371474","446","321032","4714","25336","2300","6786","3265","3374","1123","5452","2180","2598","913","110","180","783","453","2508","1381","627","606","136","168","2732","1339"
"0500000US12117","Seminole County, Florida","408344","633","332788","4670","52848","3830","2317","1055","1567","682","1897","790","8476","2671","1147","948","1590","928","1131","622","1110","546","849","654","2624","1333"
"0500000US12127","Volusia County, Florida","473313","237","412701","3915","40616","2921","3482","1420","1959","615","960","585","5677","2216","558","489","856","630","1445","883","1692","1251","1004","700","2363","1398"
"0500000US13051","Chatham County, Georgia","256979","204","237759","1572","11093","1200","408","243","408","238","298","225","1783","927","595","354","953","759","1347","1220","197","259","1368","735","770","637"
"0500000US13057","Cherokee County, Georgia","206800","813","176529","5080","18401","2943","369","322","852","683","4618","4152","2642","1407","134","205","0","208","814","846","395","455","741","985","1305","892"
"0500000US13059","Clarke County, Georgia","113141","167","99789","1706","8838","1391","171","220","214","245","90","132","1619","769","566","330","666","408","386","286","46","62","645","441","111","112"
"0500000US13063","Clayton County, Georgia","244283","*****","195884","3981","29658","2739","3498","2531","124","122","0","208","2093","1000","470","446","0","208","6885","1851","451","426","2533","1962","2687","1499"
"0500000US13067","Cobb County, Georgia","659857","5","521715","6261","77375","3190","9345","2604","3233","1060","3533","1355","17844","3137","3336","1346","3588","1681","3208","1700","2078","1019","4350","1667","10252","3302"
"0500000US13073","Columbia County, Georgia","122539","763","108932","3237","4908","1594","316","460","740","486","485","582","3800","2160","711","461","1134","1045","487","510","360","456","320","303","346","272"
"0500000US13089","DeKalb County, Georgia","654822","164","530259","6153","56372","2913","8224","2332","2161","751","2246","1229","16895","3595","2622","1009","6338","1511","3141","1679","780","726","5715","1776","20069","3891"
"0500000US13113","Fayette County, Georgia","102978","460","91723","1944","5032","1628","600","521","587","552","215","282","2495","897","0","208","0","208","0","208","1402","741","597","565","327","398"
"0500000US13117","Forsyth County, Georgia","175176","*****","145000","2271","14260","1295","938","383","1271","590","1053","782","3589","1276","1565","898","1608","1109","76","129","299","258","4850","1537","667","414"
"0500000US13121","Fulton County, Georgia","913028","329","762029","8618","62823","3385","13439","6275","4446","1290","5458","1947","20087","3981","6584","2281","9834","2652","2061","1519","1156","883","14707","3143","10404","3259"
"0500000US13127","Glynn County, Georgia","75784","408","68189","1282","5047","1010","385","281","190","166","0","208","397","358","0","208","0","208","614","448","543","706","254","345","165","151"
"0500000US13135","Gwinnett County, Georgia","780397","414","526825","12073","138840","5906","11444","4810","1746","876","9442","3799","26149","5791","21444","4036","11193","3072","10581","3180","2537","1443","9596","2659","10600","2980"
"0500000US13139","Hall County, Georgia","171773","140","123808","1430","43170","1098","305","219","1183","688","251","265","376","282","109","107","174","232","1354","627","542","453","47","85","454","344"
"0500000US13179","Liberty County, Georgia","58535","4","51965","1129","4249","825","312","267","697","495","0","208","192","316","216","161","0","208","66","138","385","361","399","276","54","68"
"0500000US13215","Muscogee County, Georgia","183449","315","168826","2022","8198","1669","908","666","1579","736","0","208","551","338","1161","610","215","264","375","510","474","340","720","485","442","315"
"0500000US13217","Newton County, Georgia","94669","429","87787","1192","4673","1194","404","373","248","225","0","208","438","451","144","140","111","133","407","356","0","208","16","31","441","628"
"0500000US13245","Richmond County, Georgia","187431","277","175505","2486","7685","1871","736","643","1046","423","53","89","591","361","581","491","198","268","59","79","442","294","263","309","272","370"
"0500000US15001","Hawaii County, Hawaii","177283","255","145605","3944","4565","1954","134","189","1318","625","615","501","1371","677","1236","1205","616","579","129","145","5833","2003","15858","2262","3","6"
"0500000US15003","Honolulu County, Hawaii","913678","206","663522","8829","15430","2086","2139","771","2614","838","1383","687","6723","1964","15712","2629","26726","3582","7607","1920","51526","5380","118523","7213","1773","786"
"0500000US15007","Kauai County, Hawaii","64051","6","52493","1876","642","327","169","132","159","139","22","38","94","89","94","118","265","286","0","177","2426","938","7679","1797","8","16"
"0500000US15009","Maui County, Hawaii","148198","107","115028","3843","3000","1350","1251","710","460","329","0","177","1274","672","218","168","259","275","220","200","7731","2565","18702","3424","55","69"
"0500000US16001","Ada County, Idaho","382714","883","349314","4820","15501","2868","998","607","1498","774","4347","2850","1885","1003","463","421","1240","644","1154","1049","703","591","4097","1481","1514","967"
"0500000US16005","Bannock County, Idaho","77412","588","72773","1257","1568","725","372","382","255","234","409","313","551","709","0","187","124","192","39","69","100","109","250","220","971","613"
"0500000US17019","Champaign County, Illinois","191880","574","163549","2202","7026","1342","216","166","825","366","971","453","5821","1807","3725","1223","6259","1752","148","131","943","873","1456","686","941","488"
"0500000US17031","Cook County, Illinois","4887358","412","3175927","20590","1009542","10932","22063","3031","20139","2698","223213","12135","170152","10334","30106","3774","57289","5884","10163","2658","46780","5256","43397","5058","78587","8166"
"0500000US17037","DeKalb County, Illinois","98606","52","86801","1692","6534","1098","123","171","416","429","734","554","1491","792","365","536","797","613","0","179","253","225","339","315","753","602"
"0500000US17043","DuPage County, Illinois","872780","79","634623","8276","94517","3777","2347","828","4303","1189","32464","3753","50721","4774","3758","1217","12334","2479","3081","1436","10609","2443","15559","2844","8464","2873"
"0500000US17089","Kane County, Illinois","484456","61","329506","4796","127121","4227","1186","752","2121","836","4459","1969","7597","2096","169","194","2783","1730","323","290","2724","1285","2530","1219","3937","2204"
"0500000US17097","Lake County, Illinois","657620","205","475502","5751","108906","3602","3209","1197","4719","1055","19527","3892","15573","2554","6532","2052","6957","1902","641","570","4725","1080","8475","2060","2854","945"
"0500000US17111","McHenry County, Illinois","290387","578","247228","3262","27012","2672","837","520","3019","1104","3512","1401","4305","1499","134","227","1720","1220","506","765","1211","693","359","472","544","542"
"0500000US17113","McLean County, Illinois","162013","444","148898","2072","4841","1273","379","375","748","319","175","175","3554","969","398","398","477","339","61","106","172","176","2145","757","165","197"
"0500000US17119","Madison County, Illinois","252139","354","244327","1417","3057","952","444","269","874","325","206","183","1163","648","345","305","578","586","65","81","340","291","431","363","309","340"
"0500000US17143","Peoria County, Illinois","174707","378","160997","1922","5763","1251","316","182","696","419","507","497","1721","918","88","88","781","881","1429","1494","79","101","1440","863","890","1079"
"0500000US17161","Rock Island County, Illinois","138108","241","122436","2682","8564","1565","487","395","405","262","470","499","1971","1124","18","33","148","167","124","182","31","39","1240","880","2214","1526"
"0500000US17163","St. Clair County, Illinois","250630","537","239711","1662","6495","1182","343","242","1328","689","82","134","270","222","134","167","76","125","10","17","1208","651","652","478","321","259"
"0500000US17167","Sangamon County, Illinois","187266","329","178567","1434","2437","698","991","589","1118","423","220","216","1287","934","7","16","696","619","338","316","0","179","673","729","932","627"
"0500000US17197","Will County, Illinois","637330","91","513874","7391","70913","4475","2120","852","1842","700","10963","3329","14743","3096","2285","1680","2501","1175","1514","1079","4491","1633","5839","2020","6245","2769"
"0500000US17201","Winnebago County, Illinois","273133","6","238783","2500","24160","2039","233","159","616","348","1280","804","2525","1003","440","427","552","481","1000","559","236","235","2169","894","1139","1044"
"0500000US18003","Allen County, Indiana","334143","587","299105","3151","17239","1865","1502","878","3448","1286","1399","905","1162","773","417","668","1121","817","1209","1519","113","122","6726","1511","702","454"
"0500000US18057","Hamilton County, Indiana","268603","157","243189","3997","7547","2161","860","590","1718","704","1354","1359","4307","1417","415","387","4273","1299","332","428","336","306","1889","1001","2383","2043"
