"GEO_ID","NAME","C16001_001E","C16001_001M","C16001_002E","C16001_002M","C16001_003E","C16001_003M","C16001_004E","C16001_004M","C16001_005E","C16001_005M","C16001_006E","C16001_006M","C16001_007E","C16001_007M","C16001_008E","C16001_008M","C16001_009E","C16001_009M","C16001_010E","C16001_010M","C16001_011E","C16001_011M","C16001_012E","C16001_012M","C16001_013E","C16001_013M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Speak only English","Margin of Error!!Total!!Speak only English","Estimate!!Total!!Spanish or Spanish Creole","Margin of Error!!Total!!Spanish or Spanish Creole","Estimate!!Total!!French (including Patois, Creole, Cajun)","Margin of Error!!Total!!French (including Patois, Creole, Cajun)","Estimate!!Total!!German or other West Germanic languages","Margin of Error!!Total!!German or other West Germanic languages","Estimate!!Total!!Slavic languages","Margin of Error!!Total!!Slavic languages","Estimate!!Total!!Other Indo-European languages","Margin of Error!!Total!!Other Indo-European languages","Estimate!!Total!!Korean","Margin of Error!!Total!!Korean","Estimate!!Total!!Chinese","Margin of Error!!Total!!Chinese","Estimate!!Total!!Vietnamese","Margin of Error!!Total!!Vietnamese","Estimate!!Total!!Tagalog","Margin of Error!!Total!!Tagalog","Estimate!!Total!!Other Asian and Pacific Island languages","Margin of Error!!Total!!Other Asian and Pacific Island languages","Estimate!!Total!!Other and unspecified languages","Margin of Error!!Total!!Other and unspecified languages"
"0500000US01069","Houston County, Alabama","97209","224","93694","646","2016","516","101","73","141","71","46","51","159","84","77","125","258","204","210","251","13","30","190","125","304","267"
"0500000US01073","Jefferson County, Alabama","616351","296","581309","3444","19301","2305","2175","1038","895","603","792","712","2943","1052","428","570","2121","879","569","592","131","210","1022","722","4665","2400"
"0500000US01081","Lee County, Alabama","141934","508","132631","1589","3621","1226","134","219","381","294","0","192","655","779","1381","676","1253","741","524","614","0","192","347","302","1007","1131"
"0500000US01089","Madison County, Alabama","326463","158","302933","2511","11405","1930","925","568","982","616","842","659","2508","1235","1126","1001","1857","956","1173","1134","754","500","1096","759","862","538"
"0500000US01097","Mobile County, Alabama","386699","637","366945","4006","6707","1765","432","262","1157","791","1255","1085","2007","1593","0","192","614","948","2058","1123","617","655","1786","1449","3121","3465"
"0500000US01101","Montgomery County, Alabama","211127","470","199447","1855","5867","1356","275","234","398","268","263","225","880","657","1213","811","332","365","73","138","66","78","1458","876","855","702"
"0500000US01117","Shelby County, Alabama","192931","558","176937","1795","10288","1014","146","142","761","747","91","157","1487","818","1097","1181","165","182","864","652","282","308","326","250","487","548"
"0500000US01125","Tuscaloosa County, Alabama","188728","480","178891","1796","5482","844","302","264","791","582","189","246","632","618","160","183","1217","701","0","192","0","192","139","131","925","1149"
"0500000US02020","Anchorage Municipality, Alaska","278963","313","234770","4063","11100","2368","1076","667","1438","656","1489","707","3345","1793","2836","1370","696","515","473","578","6167","2119","9692","3272","5881","1855"
"0500000US02090","Fairbanks North Star Borough, Alaska","92374","828","81758","2383","2809","1142","869","865","1212","842","0","147","273","252","1094","983","1298","692","0","147","34","57","972","693","2055","1249"
"0500000US02170","Matanuska-Susitna Borough, Alaska","88455","278","83087","1209","1896","658","327","193","629","467","616","496","138","112","126","124","0","147","42","73","251","202","406","265","937","406"
"0500000US04003","Cochise County, Arizona","121963","191","84631","2790","30856","2124","213","157","2737","1152","413","275","916","615","229","226","81","133","184","306","259","333","980","712","464","385"
"0500000US04005","Coconino County, Arizona","128333","203","98028","3040","9633","2217","252","255","955","581","596","592","585","435","8","15","157","248","47","83","240","354","777","431","17055","1579"
"0500000US04013","Maricopa County, Arizona","3737719","362","2754256","18948","763967","13563","10112","1895","15152","2007","18451","3608","39509","4505","6966","1918","19247","2560","18499","4047","14516","2765","28314","3575","48730","6891"
"0500000US04015","Mohave County, Arizona","193216","391","171054","3166","17020","3008","308","250","1237","933","361","365","397","354","99","152","0","203","55","98","776","273","618","447","1291","642"
"0500000US04019","Pima County, Arizona","937257","6","664139","8483","225099","7907","3718","1048","5107","977","2925","1119","5711","1404","1363","847","5094","1236","2948","1351","2680","978","7276","2290","11197","2815"
"0500000US04021","Pinal County, Arizona","364080","332","291072","5363","58663","5311","961","666","915","526","446","330","1105","616","0","203","246","292","820","889","1270","719","2045","641","6537","1570"
"0500000US04027","Yuma County, Arizona","185676","402","90747","3400","91800","3267","123","142","452","501","99","115","550","398","22","40","159","146","152","195","777","384","128","130","667","411"
"0500000US05007","Benton County, Arkansas","219826","609","189664","2730","24378","2419","395","248","483","322","114","194","1293","601","166","177","365","326","0","192","378","302","2263","1037","327","210"
"0500000US05119","Pulaski County, Arkansas","363845","178","341018","3081","14028","2516","256","185","238","220","478","401","2116","1138","690","698","1221","610","670","438","801","544","1404","1129","925","735"
"0500000US05143","Washington County, Arkansas","200859","968","167865","2704","26798","1936","251","258","466","420","83","137","1724","1296","0","192","401","428","819","781","580","650","1025","719","847","665"
"0500000US06001","Alameda County, California","1482184","109","839156","11861","245895","7962","7225","2078","5382","1328","9127","2107","92029","9409","13641","3167","119788","6731","21086","4466","59913","7014","49749","5114","19193","4097"
"0500000US06007","Butte County, California","209998","337","181963","2572","17245","2238","244","242","703","413","409","521","1335","715","118","123","876","748","286","389","805","624","5478","1367","536","404"
"0500000US06013","Contra Costa County, California","1029424","231","679233","10013","184237","6190","4602","1531","4595","1762","8447","1963","39543","5749","8338","2997","30649","4261","7740","2379","30796","3565","21300","4334","9944","2902"
"0500000US06017","El Dorado County, California","173719","399","152877","3144","10965","2313","727","763","539","369","35","60","3048","1808","90","137","380","500","81","136","2851","1805","1670","757","456","627"
"0500000US06019","Fresno County, California","875959","263","494618","10848","291389","9686","962","450","1594","671","2020","1084","27128","5118","1586","730","4677","1575","5258","2198","4808","1392","39559","5004","2360","1090"
"0500000US06023","Humboldt County, California","127367","375","112650","2356","7999","1724","415","358","916","528","606","591","2310","1043","261","259","201","220","136","121","12","22","1168","694","693","397"
"0500000US06029","Kern County, California","791432","185","446733","10183","304469","9241","1226","855","1162","621","732","540","12773","3489","615","393","834","403","788","539","9017","1942","7341","1855","5742","3658"
"0500000US06031","Kings County, California","139193","379","84309","3178","47975","3022","16","29","46","68","34","58","2837","1836","29","46","239","307","226","170","1870","896","570","370","1042","747"
"0500000US06037","Los Angeles County, California","9376923","*****","4063042","25509","3701688","18622","41750","4725","28768","2869","70187","6172","360426","13651","181853","9520","358896","12124","85397","7599","218855","9442","164231","8598","101830","8670"
"0500000US06039","Madera County, California","140563","537","73862","3930","62209","4041","236","225","0","203","245","208","2951","1030","0","203","131","159","69","97","241","203","420","392","199","142"
"0500000US06041","Marin County, California","245286","416","194415","4264","29023","3212","2716","926","1720","734","2476","1306","5484","1572","587","342","1844","818","1232","776","2204","1419","2279","1102","1306","675"
"0500000US06047","Merced County, California","241538","530","110953","5452","105393","5223","419","447","207","208","119","162","11901","2599","0","203","1522","1002","104","136","1725","998","8137","1693","1058","818"
"0500000US06053","Monterey County, California","395740","427","190067","6631","178178","5137","1485","998","3305","1347","1074","540","4167","1276","1665","754","2330","1077","1232","871","6674","1976","3406","963","2157","962"
"0500000US06055","Napa County, California","132457","410","90306","2743","33433","2404","462","342","399","278","56","68","1474","732","275","270","405","242","39","71","4261","961","806","852","541","419"
"0500000US06059","Orange County, California","2923912","438","1597880","16494","769182","10899","8201","1761","9222","2163","12080","2542","87794","8102","74342","7439","68556","8109","176830","8941","44907","4819","45828","5265","29090","4304"
"0500000US06061","Placer County, California","346693","375","294754","5190","23282","3220","709","584","1463","776","3814","1812","8260","2058","1268","721","845","527","2424","1813","2877","1172","3136","1263","3861","2919"
"0500000US06065","Riverside County, California","2133678","*****","1292902","14834","693554","12610","4921","1220","7266","1693","3004","1113","25947","3459","11260","3043","13683","3605","14677","3921","29826","4003","18772","3840","17866","4584"
"0500000US06067","Sacramento County, California","1362853","474","931652","14291","176892","7853","3771","1187","5055","1220","41566","6850","56234","6845","5155","1888","33135","4069","22140","4469","23072","3675","53964","6544","10217","2388"
"0500000US06071","San Bernardino County, California","1934238","323","1140821","18711","648779","15083","5186","1700","3373","984","1012","538","20312","3886","9279","2695","25491","4578","12680","3596","27184","4181","18191","3306","21930","7395"
"0500000US06073","San Diego County, California","3002539","259","1871777","20864","745692","16026","11234","2105","12478","2206","14741","3078","56346","6850","13001","3303","41949","5901","42225","6511","92953","7575","46255","5250","53888","8659"
"0500000US06075","San Francisco County, California","799454","200","447483","8720","88611","4655","8862","2187","6156","1636","13227","2559","20048","4128","5941","2038","144148","6818","10895","2505","27076","4796","19451","3531","7556","2672"
"0500000US06077","San Joaquin County, California","651536","332","380912","7562","177670","6163","1883","1163","1715","725","648","425","25530","5436","824","824","7443","2137","7568","2370","16707","3007","28801","4859","1835","883"
"0500000US06079","San Luis Obispo County, California","263254","488","213411","3603","38437","3145","753","460","1765","916","411","286","2957","1231","0","203","1751","628","780","598","1019","512","1625","755","345","243"
"0500000US06081","San Mateo County, California","701840","905","387206","7766","139407","5556","3352","1479","4839","1306","7363","1890","22843","2854","3102","1231","59765","5109","3061","1271","41010","4708","23202","3143","6690","2334"
"0500000US06083","Santa Barbara County, California","407255","402","242421","6776","134134","6069","1641","689","3212","1246","1561","744","6495","1862","1875","801","4812","1241","1259","602","3556","1227","2222","859","4067","1475"
"0500000US06085","Santa Clara County, California","1740986","731","833837","13892","333127","10575","7251","1736","9536","1703","19926","3081","112338","7862","21862","3829","129896","7250","119092","8215","54237","5525","74527","6512","25357","4925"
"0500000US06087","Santa Cruz County, California","253575","602","171792","4110","65964","3791","1750","964","1529","636","826","585","3218","1480","451","314","2919","1069","507","332","1895","1809","1963","643","761","565"
"0500000US06089","Shasta County, California","169250","665","151254","2417","9980","1711","239","221","798","422","675","521","1118","933","83","98","1374","852","0","203","847","746","2109","968","773","908"
"0500000US06095","Solano County, California","398686","327","279431","4819","68674","3808","937","567","936","415","1515","962","7131","1874","752","508","2359","1181","2238","1356","26500","3026","6544","1907","1669","1275"
"0500000US06097","Sonoma County, California","468749","261","344163","5822","94713","4850","1840","765","2869","950","2503","913","9010","2689","936","642","3105","1173","856","609","1000","589","5144","1744","2610","1269"
"0500000US06099","Stanislaus County, California","486338","316","291989","7153","157164","5674","620","468","1220","716","327","266","13502","2745","427","527","1029","563","1201","1099","3194","1587","8006","2394","7659","2339"
"0500000US06101","Sutter County, California","88817","291","54270","2458","19115","1845","91","150","276","325","881","1257","11226","1496","0","203","572","551","0","203","1309","934","229","215","848","661"
"0500000US06107","Tulare County, California","413565","524","198985","6782","197351","6598","203","329","1157","684","281","330","3674","1498","850","732","874","478","27","48","2561","1442","5642","2153","1960","1881"
"0500000US06111","Ventura County, California","785952","187","484088","6666","243050","5661","3344","1339","3673","841","3106","1392","11563","2813","2722","1422","8663","2344","3301","1357","11027","2863","7543","2028","3872","1484"
"0500000US06113","Yolo County, California","192575","538","122283","3649","42460","2921","605","452","1074","529","3656","1684","7803","2010","1396","966","6608","1554","2213","1013","1765","944","2311","945","401","238"
"0500000US08001","Adams County, Colorado","432478","309","311630","7091","96977","6544","173","155","2494","1554","3717","1797","3036","1522","1287","749","2549","1951","2206","1338","617","425","5987","1874","1805","933"
"0500000US08005","Arapahoe County, Colorado","567482","119","445955","6078","67462","4741","3155","1136","2243","775","6141","2056","7011","1713","7474","2062","3437","1043","4874","1911","795","459","5644","1881","13291","2999"
